id,currency,date,open,high,low,close,active
3533,CUP,1983-05-12,21031,15858,21839,2260,False
3534,PYG,2022-09-18,2712,3892,2521,21748,False
3535,SPL,2003-07-01,5572,9701,18868,4737,True
3536,BIF,2022-01-10,11665,1757,15232,20932,True
3537,EGP,1978-05-05,5704,9077,4247,6022,False
3538,KPW,1970-08-31,23542,10567,23478,16708,True
3539,CVE,1979-05-22,8489,4640,10668,2780,False
3540,BTN,2017-05-08,1723,20047,20513,20328,False
3541,DKK,1977-04-13,5970,18552,22345,8394,True
3542,USD,2007-08-18,4052,6833,17522,21801,True
3543,DKK,1971-04-18,23265,16674,9759,9927,True
3544,TMT,1979-02-15,9873,11360,9628,12849,True
3545,CNY,1974-09-08,11288,19681,19588,4683,True
3546,SVC,1996-09-03,23568,23481,5151,18463,True
3547,CNY,1994-10-16,8124,20928,1729,11121,True
3548,SEK,1970-06-15,5196,7879,18678,20598,True
3549,UAH,2002-12-27,13185,18240,9060,6701,True
3550,LYD,1992-10-04,10805,15577,13486,9339,True
3551,MVR,1991-04-03,5752,12895,5583,3078,True
3552,KES,1989-03-31,9912,19719,11692,7597,True
3553,HNL,1987-10-05,22430,14435,3338,11103,True
3554,GEL,1989-01-12,23270,21791,12734,2677,True
3555,KYD,1993-06-04,10032,10009,10310,1186,True
3556,SHP,2010-06-03,12075,5325,9763,3870,False
3557,WST,1970-12-17,23225,11634,21215,11000,True
3558,AMD,2003-02-20,10980,21566,5356,883,False
3559,JPY,2009-08-20,4254,5985,5653,18184,True
3560,ARS,1989-06-13,2046,4882,7442,18682,False
3561,VUV,2002-06-13,3711,11108,18968,4161,False
3562,JOD,1977-10-04,17987,467,12913,9255,True
3563,BTN,2004-04-29,19454,12383,14216,9769,True
3564,BBD,2022-05-10,1736,20553,20432,20375,False
3565,PEN,2009-12-28,14979,22158,787,10124,True
3566,ZWD,1996-02-08,17104,23036,17475,9760,True
3567,USD,1986-05-24,7679,5054,14955,17876,True
3568,PGK,1985-07-10,19869,13600,785,7956,False
3569,UAH,2012-02-03,2632,14927,17524,17373,True
3570,SBD,1995-01-31,14803,5600,21918,17010,False
3571,SZL,2004-02-15,23508,23275,15753,19884,True
3572,VND,1971-03-23,8814,21483,12917,17090,True
3573,IRR,2004-07-27,8621,12918,383,15427,True
3574,JPY,1972-08-15,11894,17084,19300,16354,True
3575,VEF,1971-04-25,19496,18996,2673,19572,False
3576,SAR,1983-06-13,11400,23651,14080,4147,False
3577,OMR,1998-04-09,13481,5939,11244,1787,True
3578,ILS,1976-11-07,10840,10975,9303,13913,False
3579,UZS,1980-04-17,15056,13840,22000,10703,True
3580,PLN,1977-07-10,4296,18770,19556,7253,True
3581,BGN,1996-05-29,12741,6853,3986,7337,False
3582,TRY,2015-12-11,381,6414,10225,13634,True
3583,NGN,1990-10-31,14731,12188,10829,20740,True
3584,UYU,1983-12-17,1883,20041,6434,10286,False
3585,MZN,2002-06-24,4659,6210,47,5922,False
3586,MKD,2008-09-28,5026,4395,16640,21290,False
3587,BWP,1996-02-22,22005,20758,1876,822,True
3588,KYD,1982-05-17,9665,16631,3897,5984,False
3589,MAD,2011-01-14,20626,11684,8286,23908,False
3590,KRW,2009-11-24,17477,8132,22331,22885,True
3591,SBD,2002-06-03,8901,8208,9829,2212,False
3592,GBP,1987-04-24,16780,17682,5188,12670,True
3593,LSL,1974-02-20,13098,13314,15839,7404,False
3594,LYD,1989-06-30,5034,13758,3153,11584,False
3595,GTQ,1982-01-24,8049,63,15572,11373,True
3596,TMT,1993-04-26,17442,824,20241,10198,True
3597,MOP,2023-06-17,1416,20502,991,9411,True
3598,TRY,1973-04-03,14317,22599,3235,3464,False
3599,CHF,2000-08-24,165,15041,19929,7342,True
3600,CAD,2022-08-17,18343,17239,19628,6873,False
3601,SHP,1975-12-27,21613,5720,8045,19332,False
3602,MZN,1981-08-27,9182,11473,6437,20592,False
3603,LYD,2007-02-25,21604,13417,17925,22524,True
3604,MVR,2018-01-02,11405,21382,22290,3640,False
3605,UGX,2006-02-07,17689,14309,10043,15516,False
3606,SGD,1976-10-12,6396,8797,17128,8726,True
3607,JEP,1990-09-29,23588,1532,17601,17628,False
3608,MRO,1982-02-27,21068,12118,22648,19194,True
3609,COP,2020-09-15,20453,15632,3701,11807,True
3610,HNL,2003-06-11,23803,18431,1437,18108,True
3611,TRY,2000-07-19,7084,18962,9082,3143,False
3612,COP,1983-06-21,17862,6145,8662,4463,False
3613,TJS,1981-05-10,16549,6795,11023,15788,False
3614,AED,2009-09-06,6621,22431,14191,17228,False
3615,BIF,2009-04-08,1868,21050,18992,14884,True
3616,HTG,1993-02-15,30,17492,19443,17739,False
3617,SBD,1985-03-03,7860,6989,4098,23526,True
3618,VEF,2012-10-28,17408,5336,3722,20711,True
3619,MMK,1975-09-06,10424,4313,9462,12319,True
3620,TOP,1971-01-05,13973,14810,22885,6746,True
3621,PHP,2007-11-24,1337,11653,15475,3114,False
3622,DKK,1993-07-19,2683,10598,8321,3554,True
3623,LRD,1974-05-07,360,9633,10068,2995,True
3624,SAR,2009-05-30,9425,7500,17529,2815,True
3625,SVC,2022-03-31,10423,11319,17889,7133,True
3626,BSD,1975-07-18,15366,17032,19873,20238,False
3627,IDR,1991-02-05,8069,374,446,16158,False
3628,UYU,2006-04-29,13320,3980,17167,5370,False
3629,ALL,1982-01-12,8546,17690,18783,161,True
3630,SZL,2018-11-17,2762,2974,12623,19662,True
3631,VND,1978-03-14,1284,8050,10011,20922,False
3632,SGD,1978-05-24,14070,12188,15544,18668,False
3633,HKD,1985-01-22,20418,9087,10363,10501,True
3634,BIF,1970-10-23,3382,18741,22669,5548,False
3635,SVC,2017-05-25,19773,6076,23162,4769,True
3636,GGP,1985-08-18,17107,5923,871,4784,True
3637,CUC,2017-07-04,5209,314,20023,7143,True
3638,MXN,2009-09-23,6829,9543,16160,22239,True
3639,MAD,2002-03-15,8779,4454,1357,4939,False
3640,VUV,1977-07-05,10963,12023,7704,1801,False
3641,LYD,1976-11-02,15666,21454,13633,23846,False
3642,CUP,1982-05-25,14273,18432,12738,19071,True
3643,MNT,2011-07-31,18729,1935,20025,4501,False
3644,THB,1998-12-10,23004,12267,12355,23612,False
3645,LYD,1983-08-02,23633,21132,9546,4854,True
3646,MUR,1987-01-05,2642,19072,20562,9545,False
3647,XPF,1990-12-09,1567,11438,5474,23550,False
3648,GNF,1988-05-29,4047,20781,13315,15654,True
3649,SCR,2018-11-10,16902,7867,12910,2818,True
3650,PEN,1994-02-02,22475,19778,21367,20340,True
3651,ZMW,1978-08-02,7609,4275,2341,15315,True
3652,VEF,2005-09-20,12242,23259,13657,14791,True
3653,GIP,1988-02-21,7397,3615,900,17475,True
3654,MNT,2004-11-24,356,4173,20034,20027,False
3655,CUP,2005-08-20,23168,16307,11309,11774,True
3656,RUB,1993-10-13,22652,13153,1822,13220,True
3657,PLN,2020-06-18,17534,20650,15298,16245,True
3658,CDF,1994-03-16,23896,19798,17324,11593,True
3659,COP,1981-08-21,16186,23157,8923,4925,True
3660,MYR,2011-04-09,13000,8592,8368,121,False
3661,MGA,2019-12-13,1545,8562,9234,2901,True
3662,BZD,2005-05-06,8276,9301,14526,19438,True
3663,AWG,1972-07-23,5279,22092,9211,12068,True
3664,SLL,1998-02-27,13754,1847,6123,17201,True
3665,BMD,1994-04-22,18062,5311,23597,22750,True
3666,AOA,1973-09-07,13307,22099,17782,10590,True
3667,KMF,2004-10-27,22437,4744,4694,13103,True
3668,VUV,1972-08-27,15945,1996,20764,6747,False
3669,HKD,1977-10-31,3840,11382,4046,10461,True
3670,GNF,2003-08-31,18174,15675,5763,2032,False
3671,SOS,2022-12-11,866,23607,12493,18533,False
3672,GHS,2003-10-07,17014,19789,22749,14869,True
3673,MMK,1980-12-08,3417,15329,11132,22403,True
3674,KWD,1970-08-30,21014,11272,1255,19766,False
3675,BGN,1987-11-26,9658,12494,3616,16501,True
3676,OMR,1985-04-29,14111,7323,17556,6507,True
3677,NAD,2003-03-15,18669,2113,15065,13727,True
3678,PKR,1994-01-15,8250,8236,6371,14520,True
3679,LKR,2007-07-28,2310,925,10614,15425,True
3680,NIO,1989-06-25,13720,2823,20967,23248,False
3681,COP,2008-09-29,13962,13847,3530,6276,True
3682,LSL,2006-04-03,2922,7141,14038,6611,False
3683,COP,1971-04-16,11674,9772,15366,12404,False
3684,GMD,2009-07-04,9795,499,22153,13284,False
3685,BOB,2023-08-21,23622,9592,9040,22802,True
3686,SRD,1979-07-30,12316,5117,3987,4824,False
3687,UAH,2018-02-04,2452,5094,19754,21081,True
3688,GHS,1990-04-04,22748,10461,11786,7181,False
3689,AMD,1983-02-09,2272,11929,20771,9201,True
3690,NGN,2013-02-05,15396,12985,2089,10969,True
3691,ANG,1987-02-26,6370,11717,8660,20417,False
3692,NGN,2021-11-11,6077,22541,10681,20542,False
3693,SBD,1998-09-15,21068,11938,7711,18441,True
3694,UAH,1984-05-18,1846,22487,1186,21239,False
3695,GTQ,2020-12-20,4973,18060,17248,14228,True
3696,TTD,1991-10-21,9373,19515,8504,14315,True
3697,PGK,1993-02-18,13582,6365,17581,17359,True
3698,JEP,1991-05-20,16030,1208,4420,3665,False
3699,ETB,2004-07-15,17962,21583,11888,8927,True
3700,CUP,1996-07-07,22897,12554,4162,2623,True
3701,GEL,1971-04-22,14440,5649,10134,20482,True
3702,HKD,2019-05-18,6755,22206,936,22864,True
3703,KPW,1989-03-04,5867,4232,4897,9336,True
3704,UYU,2002-12-26,8520,13553,21402,18598,True
3705,EUR,1978-11-13,3497,13858,13449,23329,True
3706,WST,1988-10-11,2019,19182,8967,15439,True
3707,SAR,1972-05-01,8163,14071,16436,2291,True
3708,AFN,1998-11-19,1652,20318,375,3732,True
3709,BRL,1999-07-02,1129,23993,22568,3130,False
3710,GIP,1992-03-06,2281,2696,6854,18306,True
3711,CRC,1977-06-25,20448,11652,19036,7452,True
3712,BSD,2008-04-25,5999,8276,14282,15496,False
3713,XAF,2012-11-19,20533,19899,18362,22872,True
3714,PAB,2017-04-08,10244,23538,18710,6925,False
3715,CDF,2011-02-03,4008,9007,23478,3915,False
3716,JMD,1978-09-20,12736,6058,10792,14167,True
3717,ANG,1985-02-12,22980,17073,12777,7603,False
3718,KMF,2008-09-24,1484,17833,20749,568,False
3719,FKP,1990-11-22,21031,6185,16649,9265,False
3720,BBD,2008-12-20,15182,1535,5246,15709,True
3721,CHF,2008-07-22,11208,22135,7403,15638,True
3722,LAK,1978-06-12,19976,9757,13516,20410,True
3723,SAR,1982-09-16,20805,3265,23842,18611,True
3724,UGX,1985-10-03,1800,6944,15416,23330,True
3725,MUR,1979-01-06,17698,21777,21269,4431,True
3726,SDG,1994-08-26,19973,23209,15670,20117,True
3727,MMK,1981-08-25,2964,23030,17267,13626,True
3728,IRR,1986-09-26,5392,978,2414,18105,True
3729,AFN,1977-02-15,13524,4145,22753,21897,False
3730,TRY,1983-12-10,6514,1476,21510,8071,True
3731,CUP,1989-08-28,20274,12987,11540,14735,True
3732,TWD,1982-02-11,15522,17113,17078,4880,False
3733,USD,1976-09-08,14324,1703,23484,3431,True
3734,UGX,1988-01-20,19212,9895,17400,22054,True
3735,SAR,1986-12-14,6027,7404,65,14999,False
3736,NAD,1995-04-30,19549,4173,14323,14944,True
3737,NGN,2000-06-03,22969,2757,2185,13599,False
3738,RON,2018-07-21,22073,9232,22861,18076,True
3739,GIP,1991-03-25,3269,14847,15899,11502,True
3740,PAB,1978-02-11,5482,8202,19452,23000,False
3741,SYP,1986-09-02,3019,12473,11372,10461,True
3742,CUP,1981-03-07,8379,21183,2581,4141,False
3743,MMK,1996-06-13,14407,17225,22650,19722,False
3744,KES,1989-01-29,9569,8137,954,7510,False
3745,MGA,1978-01-04,8607,22238,2926,4322,False
3746,TRY,2018-04-12,13180,5715,22628,951,True
3747,IQD,1997-04-05,5994,12416,15679,7147,True
3748,BND,1997-12-08,4238,23401,8629,23576,True
3749,CVE,2007-12-17,15288,19315,9384,8107,True
3750,BBD,2020-12-18,20663,18389,9701,6858,True
3751,AOA,1976-03-25,22182,11041,20189,5135,True
3752,RON,2012-02-18,20779,13943,22887,8679,True
3753,GYD,1978-11-17,23420,42,7093,16727,False
3754,VEF,1971-09-16,19474,13566,17941,4776,False
3755,ISK,1981-12-17,19933,14003,14793,10668,False
3756,TOP,1986-10-10,22984,5036,3641,16602,True
3757,CUP,1977-12-18,6529,5759,1564,8079,True
3758,MGA,1984-10-25,11727,7254,16110,15616,True
3759,BAM,2017-09-03,16175,3427,15071,14948,False
3760,AUD,1970-02-28,21681,7069,7748,7865,False
3761,NAD,2008-05-23,16359,16701,1808,5454,True
3762,ANG,2020-03-20,5185,9340,1759,1638,True
3763,RWF,1992-04-01,3284,8476,19483,21222,True
3764,KWD,2006-04-24,4149,20535,19509,16274,False
3765,BGN,1972-09-07,4363,11128,13981,12875,True
3766,ZMW,1984-10-08,9052,17928,19091,1615,False
3767,VUV,2002-06-17,13328,22743,13002,9801,False
3768,KMF,1997-09-25,21414,12614,16456,10315,False
3769,UYU,1971-06-02,12275,14665,17171,8712,True
3770,KYD,1987-10-15,7612,6756,4604,22792,True
3771,OMR,2008-01-13,5739,6671,16459,15856,False
3772,COP,2018-10-10,4859,3285,13103,18644,True
3773,GBP,1999-04-14,22986,10916,1819,13152,False
3774,GTQ,2021-06-19,15528,8238,19610,20619,True
3775,GIP,1980-03-11,71,14955,13649,5912,True
3776,HRK,1996-08-13,10527,5463,434,23918,False
3777,WST,1999-06-12,8203,2074,13056,16257,True
3778,KGS,1975-11-30,16646,4602,2588,1283,True
3779,EGP,2014-10-01,9176,243,11551,18629,True
3780,CLP,1980-02-23,5935,1669,12737,18856,False
3781,GIP,2001-11-28,13807,15499,21605,13930,False
3782,INR,1972-11-06,9075,1794,19511,700,False
3783,TJS,1970-01-12,23144,23627,17101,16209,True
3784,KYD,1970-09-22,23160,7292,14367,6523,False
3785,FJD,1994-08-26,17485,15489,21816,23475,False
3786,CAD,1981-03-20,13006,1933,6612,13321,False
3787,XCD,1976-03-27,577,7704,14285,19432,False
3788,MMK,1978-06-05,8585,17440,16463,11118,True
3789,SAR,2006-12-08,1522,10331,15977,18176,True
3790,IDR,2002-10-30,20617,12989,15622,22568,False
3791,EGP,2001-12-22,13768,15300,4578,17371,True
3792,XDR,2001-10-10,16532,5409,13184,3771,True
3793,VEF,1992-09-20,7137,6792,902,8962,True
3794,KES,1993-08-15,23475,15591,9338,23715,False
3795,KMF,2012-05-03,14390,12001,9401,1305,False
3796,XOF,2006-04-06,4195,16476,16518,22208,False
3797,XDR,2019-10-06,22021,16035,19971,21292,False
3798,TWD,1998-03-29,613,11478,7475,8883,True
3799,AFN,2004-02-14,4994,15873,617,3034,True
3800,KMF,1976-12-11,1757,21859,3933,5495,True
3801,BWP,2005-07-14,13121,12494,15957,17547,True
3802,IQD,1995-11-11,18593,17007,3054,12003,False
3803,SAR,2001-02-20,7539,21704,21895,7263,True
3804,TOP,1986-08-24,18745,23056,18204,21395,True
3805,SYP,1989-06-17,18559,18063,12621,1056,False
3806,BIF,1978-04-11,11827,17166,161,2558,True
3807,PEN,2004-06-29,17827,1117,17475,6621,False
3808,NPR,2008-08-18,1190,15507,17814,19869,True
3809,MAD,1978-03-13,9895,16180,16301,9398,True
3810,MDL,2010-02-23,17108,12427,11716,14913,False
3811,LBP,1992-01-25,22070,17,10634,8727,True
3812,LKR,1987-11-09,742,9223,6277,17143,True
3813,SLL,2007-06-02,6115,16181,6352,17709,True
3814,KMF,1985-11-27,6610,6582,18981,16110,True
3815,RON,1970-03-01,23329,20579,349,13871,True
3816,BSD,1976-07-17,767,14384,19120,2108,False
3817,MKD,2006-06-19,4052,22638,20965,10660,True
3818,LYD,2022-05-25,21301,675,5767,5190,False
3819,BZD,2022-12-16,16686,5213,2623,11039,True
3820,RUB,1997-09-15,11098,5038,4889,11482,True
3821,ZMW,1978-12-20,5888,10329,23882,14808,True
3822,JMD,1989-04-16,8904,23504,1210,6790,False
3823,SVC,1993-12-31,3771,14245,1426,9822,True
3824,TVD,1973-12-17,4001,9682,22150,13250,True
3825,KGS,1977-05-14,20274,16008,5157,1855,True
3826,ANG,2007-05-09,5076,5124,19435,12462,True
3827,BTN,2005-07-13,18908,9570,10209,18245,True
3828,KYD,1986-03-12,22038,14427,21562,16620,True
3829,ANG,2005-05-24,14652,99,493,4128,True
3830,JMD,2013-07-24,11017,18250,14374,1688,True
3831,HKD,2015-02-23,2238,2006,3589,1280,False
3832,CRC,1984-03-09,17533,12764,15414,4174,True
3833,PYG,1994-06-10,12983,21140,4249,15954,False
3834,STD,2022-02-04,7704,2097,18539,7162,False
3835,EUR,1973-01-18,6542,3556,7476,6725,True
3836,UZS,1990-02-10,5185,17022,5803,21000,False
3837,NAD,1995-02-22,19425,17245,7008,11906,True
3838,BTN,2014-12-06,9244,2448,7193,11944,False
3839,CHF,2022-08-18,18278,18511,20316,10313,True
3840,SAR,1991-09-28,3257,4257,9,1885,True
3841,VEF,2023-05-15,20568,7773,19326,19599,False
3842,UGX,2012-11-27,22763,6887,21598,9122,False
3843,GMD,2008-04-19,21208,21271,8673,1407,True
3844,RON,1976-11-03,2176,18745,6844,9275,False
3845,WST,1978-09-20,10229,11678,7236,20674,True
3846,GGP,1999-05-21,12149,5210,3718,11871,True
3847,ALL,1986-04-05,727,7298,12361,6211,True
3848,KMF,1995-01-16,12740,264,17023,6180,False
3849,JPY,1970-11-09,12775,11397,22738,1937,True
3850,PAB,2022-11-21,4445,10183,1498,20331,True
3851,XDR,1982-11-19,11307,3041,14339,22078,True
3852,KHR,2009-02-16,13973,1418,19256,10048,False
3853,TWD,1983-01-08,2404,6348,7199,11499,True
3854,JPY,2016-04-24,12513,21245,22100,16321,False
3855,DOP,1983-11-22,1062,5086,16031,1189,True
3856,OMR,1992-11-27,13220,309,12693,9174,True
3857,IDR,1972-03-06,1224,17808,22606,11067,False
3858,XDR,1991-08-03,3929,481,3648,6553,True
3859,IMP,1973-01-31,13544,18207,14531,19395,True
3860,TND,1972-06-19,11264,22785,9579,17356,False
3861,PKR,1973-02-28,7225,13105,14635,11356,False
3862,CLP,1979-02-09,8538,1979,14741,5152,True
3863,MWK,2007-09-03,18693,20322,2323,22020,True
3864,ISK,1971-05-04,17903,5595,11053,7951,True
3865,NAD,2017-10-03,13491,14900,9075,6822,True
3866,PLN,1996-11-24,21878,7058,1600,8665,True
3867,MRO,2021-02-15,1779,21175,2956,16945,True
3868,BIF,1979-02-02,18401,4183,2197,7681,True
3869,GEL,2020-06-11,19037,12091,11482,2968,True
3870,DKK,2001-07-14,192,934,14827,12733,False
3871,MAD,2001-12-09,16460,10543,2764,7844,False
3872,LAK,1983-05-29,2732,1948,23045,21170,False
3873,MDL,2016-11-13,16600,21650,6827,23767,True
3874,WST,1986-06-08,9347,4398,21113,21302,False
3875,MYR,1990-04-04,10105,8250,21819,21807,True
3876,USD,1999-09-08,18720,961,912,21763,True
3877,MKD,1980-10-10,18314,7245,10660,19193,True
3878,BGN,2005-04-08,23150,5097,13624,7620,False
3879,DZD,1978-01-18,13651,10207,16246,1966,True
3880,SOS,2004-05-03,375,1559,19202,4649,False
3881,ANG,1970-07-06,8978,6016,3284,17155,True
3882,AMD,1970-07-10,3351,14238,12042,17087,True
3883,MZN,2014-12-09,6161,9224,10271,8419,True
3884,BWP,2001-03-31,1590,5916,6470,8506,True
3885,MZN,1970-12-12,20068,8198,21159,8061,True
3886,VUV,1982-08-26,22384,19042,15698,2177,False
3887,MGA,1970-06-18,9530,21489,6266,9270,True
3888,BBD,1989-02-07,23684,19017,5312,3191,True
3889,BGN,1996-03-22,2321,10630,6130,23513,False
3890,KWD,1977-04-24,11537,5397,4974,20180,False
3891,TVD,1999-05-12,1424,18089,9226,10195,False
3892,AZN,1982-03-22,18109,9928,19464,19265,True
3893,PLN,1975-06-15,3141,4683,17047,1251,False
3894,DJF,2007-01-16,23715,13246,8195,4584,True
3895,GNF,1985-11-23,23947,15396,9473,7144,True
3896,LAK,1989-07-09,16018,23879,2187,16326,False
3897,VUV,1997-06-13,18868,11216,6470,129,True
3898,EUR,1978-10-07,14732,3157,5340,20453,False
3899,PAB,1972-12-06,1399,18402,9181,14003,True
3900,PHP,2005-12-23,12851,7801,7626,10385,True
3901,SBD,1976-08-02,20233,14208,18506,20515,True
3902,SHP,2013-05-28,15073,5851,5435,11485,True
3903,BMD,2007-08-06,4215,20404,22317,23183,True
3904,KPW,1975-04-26,20639,12138,18953,4343,False
3905,ZMW,2003-06-29,5802,12500,21002,6381,True
3906,BHD,1987-01-08,749,23518,11588,2685,True
3907,AED,1993-03-27,18715,18851,19274,8314,True
3908,LTL,2016-08-28,6979,14150,3570,15718,False
3909,RSD,1980-09-22,15471,11240,13319,10546,True
3910,NPR,2006-08-08,16930,15464,14421,6893,True
3911,TZS,1983-09-06,16463,10200,14623,23006,False
3912,PKR,2013-09-23,8589,15750,15283,4654,False
3913,FJD,1985-08-13,5458,16066,4583,19051,True
3914,SRD,1996-11-28,3711,19960,9201,1389,False
3915,LBP,1993-03-10,20165,16396,19161,21618,False
3916,ILS,1980-07-16,8345,10590,19009,19655,True
3917,LBP,1999-02-03,22501,19885,23855,15603,True
3918,CUC,1985-10-25,20871,11091,21522,4791,False
3919,BND,1982-10-29,11707,3615,12434,2103,True
3920,EGP,1999-09-16,16475,11798,14443,1745,True
3921,DOP,1977-03-09,5979,4271,18867,4095,True
3922,DKK,1975-11-02,22728,10830,7489,7078,True
3923,GBP,1987-03-02,10731,4006,7911,1962,True
3924,HTG,2022-04-22,3786,17159,8720,20471,True
3925,JOD,2017-04-04,17351,5023,9182,219,True
3926,GTQ,2014-01-04,2515,21839,8130,13684,False
3927,IRR,1973-08-16,8991,14103,21598,19260,False
3928,RUB,2014-05-22,17542,13154,8842,17170,True
3929,LRD,2021-10-07,13175,2389,14732,268,False
3930,SRD,2018-02-06,12059,15096,5822,5189,False
3931,SHP,1983-01-07,15711,9817,1172,19814,False
3932,FKP,1972-03-20,17743,23588,1049,2500,True
3933,MWK,1994-02-19,21903,8121,4802,1879,False
3934,MNT,2000-09-19,3321,10876,23890,14371,False
3935,SCR,1979-01-10,14496,658,13372,6697,True
3936,MUR,2004-03-05,19428,5638,19109,18733,True
3937,FKP,2021-02-26,6734,4051,6069,18428,False
3938,BZD,2013-07-07,15444,19828,6210,9286,True
3939,CAD,1977-01-25,3493,17596,21582,17403,True
3940,AMD,2003-07-09,16017,14807,5471,19036,False
3941,CDF,2000-04-22,13632,825,16069,10738,True
3942,XDR,2016-11-20,968,22902,7737,6214,False
3943,MGA,1977-02-12,22940,7860,10965,3998,True
3944,UYU,1989-04-20,18346,5238,5833,2167,True
3945,NOK,2022-05-09,12748,2163,23009,1818,True
3946,CVE,2020-12-04,14594,12214,12283,10962,True
3947,UYU,1976-04-11,18830,14955,6739,22178,True
3948,ARS,1974-02-13,4511,12632,17336,7248,True
3949,ILS,1983-05-24,21009,21188,13685,23790,False
3950,HRK,1992-11-07,6170,5545,11315,9822,True
3951,NAD,1970-12-30,8967,21414,10021,15242,True
3952,BDT,1988-02-03,10772,967,10526,19720,True
3953,PEN,1988-05-09,16143,21844,2206,21024,True
3954,MDL,2010-12-02,22016,679,22193,2201,False
3955,MGA,1971-04-07,2748,23539,3472,20838,True
3956,NIS,1977-09-06,6598,1714,7838,8189,True
3957,TOP,1997-05-27,17910,7110,10590,20095,True
3958,MWK,1982-12-12,19281,21756,14663,23528,True
3959,PGK,2016-01-05,856,18784,4387,15065,True
3960,BWP,2022-12-25,14721,1136,18817,15366,True
3961,UYU,1981-09-23,13480,5018,12766,2909,True
3962,CDF,1985-01-18,13076,17841,10133,5271,False
3963,GIP,1981-06-22,856,3889,5184,2463,False
3964,LAK,2011-03-11,8674,5839,15717,582,False
3965,BRL,1991-03-02,3249,14482,15231,18235,True
3966,ARS,1995-09-12,14260,19013,23201,272,True
3967,MOP,1993-02-16,7009,977,8152,23499,True
3968,VEF,2014-02-16,111,9065,7661,19082,True
3969,CAD,1971-08-20,1813,14502,14105,15132,True
3970,BYR,1971-08-07,16582,912,8013,4614,True
3971,HKD,1991-11-08,19563,16673,9380,16607,False
3972,VUV,2020-08-03,11916,22690,3516,20523,False
3973,SOS,1988-08-16,2120,1374,20174,13113,True
3974,MRO,1993-02-05,21997,7142,7367,21314,True
3975,ANG,1997-07-19,4775,8813,781,7654,True
3976,NOK,2004-08-26,8439,17999,13693,20412,False
3977,XAF,1986-07-27,3866,10527,10482,3229,False
